model,pattern,wmi,make
V KLASA II,"['^47023.*$', '^4702.*$']",WDF,Mercedes-Benz
+,['^RN40J.*$'],WDP,Boat
CLC 200,['^BN41H.*$'],WDR,Mercedes
SPRINTER,['^PE.*DD$'],WDY,Freightliner
MB 324,['^RE4A6.*$'],WDZ,Mercedes
MOBILE LAB,['^63420.*$'],WEB,Mercedes
S 600 MAYBACH,['^22017.*$'],WEB,Mercedes
ESCAPE,['^CM4A.*$'],WF0,Ford
FIESTA,"['^TJ1.*$', '^BK1DB.*$', '^FJ8.*P$', '^TJ3.*$']",WF0,Ford
FOCUS,"['^TB1.*F$', '^SD9.*$', '^FD4.*$', '^TD9.*$', '^FCD.*B$', '^BB2.*$', '^BC4K.*$', '^BC2.*$', '^FC2.*B$', '^FCX.*B$', '^BC7K.*$', '^BC3.*$', '^FD9.*$', '^TD6.*$', '^SD65.*$', '^TD45.*$', '^FDX.*F$', '^TD3.*$', '^BB3.*$']",WF0,Ford
FUSION,['^AC4DE.*$'],WF0,Ford
SABEL,['^BXXWP.*$'],WF0,Ford
MONDEO,"['^MB2.*E$', '^HB44.*$', '^MB1.*E$', '^FB74.*$', '^FB44.*$']",WF0,Ford
MONDEO 2.0,['^DXXWP.*$'],WF0,Ford
TOURNEO CUSTOM,['^3XXTT.*$'],WF0,Ford
TRANSIT,['^BG1Y.*$'],WF0,Ford
190 E31,['^B1VNS.*$'],WJM,Iveco
19030,['^E2JRJ.*$'],WJM,Iveco
310,['^A1VNH.*$'],WJM,Iveco
38030,['^.*3GMS$'],WJM,Iveco
380,['^E3T.*$'],WJM,Iveco
DUMP TRUCK,['^E3TPT.*$'],WJM,Iveco
AD380T38H,"['^E3TRS.*$', '^E3TR.*$']",WJM,Iveco
420,"['^J4CS.*$', '^S3TS.*$']",WJM,Iveco
7.20E+44,['^S3TSS.*$'],WJM,Iveco
AD380T38WH,['^F3TRS.*$'],WJM,Iveco
IVECO,['^S3TPS.*$'],WJM,Iveco
EUROTECH,['^M1VRN.*$'],WJM,Iveco
STRALIS 420,['^M1VSH.*$'],WJM,Iveco
STRALIS 430,['^E2NUH.*$'],WJM,Iveco
TANKER,['^B1CD8.*$'],WJM,Iveco
TRUCK,"['^E3T.*$', '^M1V.*$', '^E3TR.*$', '^F3T.*$']",WJM,Iveco
18.224LC,['^L8727.*$'],WMA,Man
MAN,['^L90ZZ.*$'],WMA,Man
TG410A,['^H05ZZ.*$'],WMA,Man
33.372,"['^T.*$', '^T48.*$']",WMA,Man
19.464,['^T32ZZ.*$'],WMA,Man
TGA 33.410,['^H28ZZ.*$'],WMA,Man
410A FE,"['^T.*ZZ$', '^T4.*ZZ$']",WMA,Man
TGA 33.400,"['^HW2ZZ.*$', '^H.*ZZ$']",WMA,Man
33422,['^F09F6.*$'],WMA,Man
33423,['^T42.*$'],WMA,Man
FE 360A,['^T45ZZ.*$'],WMA,Man
SUE 240,"['^.*XZZ$', '^N1.*ZZ$', '^21XZZ.*$', '^.*ZZ$']",WMA,Man
41.373,['^T4605.*$'],WMA,Man
414 19,['^T32.*$'],WMA,Man
F2000,['^T0202.*$'],WMA,Man
F2000 22.403FPLT S,['^T32V0.*$'],WMA,Man
IRIZAR,['^A51ZZ.*$'],WMA,Man
,"['^08SZZ.*$', '^L870.*$']",WMA,Man
PICKUP TRUCK WITH CRANE,['^I90ZZ.*$'],WMA,Man
TGA,['^H56ZZ.*$'],WMA,Man
RHC 444,['^R07ZZ.*$'],WMA,Man
TGA 18 410,['^H12ZZ.*$'],WMA,Man
TGA 19.400,['^HW1ZZ.*$'],WMA,Man
TGA 28.410,['^H86ZZ.*$'],WMA,Man
TGA 41.360,['^HW3ZZ.*$'],WMA,Man
TGL,['^N14ZZ.*$'],WMA,Man
TGL12-220,['^N15ZZ.*$'],WMA,Man
TGM 18.240,['^N38ZZ.*$'],WMA,Man
TGM18.240,['^N.*8ZZ$'],WMA,Man
TGS 33.360,"['^26WZZ.*$', '^26.*ZZ$']",WMA,Man
TGS 36.141,['^39WZZ.*$'],WMA,Man
TGS 40.430,['^58WZZ.*$'],WMA,Man
TGS 40.440,['^34WZZ.*$'],WMA,Man
TGM13.240,['^30WZZ.*$'],WMA,Man
VERMEER,['^53282.*$'],WMA,Man
WELL EXCAVATOR,['^43308.*$'],WMA,Man
2.4,['^4513.*$'],WME,smart
BRABUS,['^45334.*$'],WME,smart
FORTWO,"['^EK3.*$', '^EJ9AA.*$', '^EJ3.*$']",WME,smart
FORFOUR,['^45309.*$'],WME,smart
SMART,['^01MC0.*$'],WME,smart
COOPER,"['^ZC5.*$', '^SV3.*$', '^MF3.*$', '^WG9.*$', '^SY3.*$', '^RE3.*$', '^XP3.*0$', '^SU9.*$', '^WG510.*$', '^L.*$', '^XS7.*$', '^MM3.*$', '^RH3.*$', '^XP5C3.*$', '^ZN3.*$', '^XN310.*$', '^RC3.*$', '^LN5.*$', '^ZB3.*$', '^XP7.*$', '^XU3.*$', '^XP5.*$', '^XM9.*$', '^XR5.*0$', '^ZP3.*$', '^MF7.*$', '^XM7.*$', '^ML3.*$', '^XR3.*0$', '^XM5.*$', '^ZC3.*$', '^ZC510.*$', '^Z.*C5$', '^MS3.*$', '^RF3.*$', '^XU1.*$', '^XS5.*$', '^SU3.*$', '^LU1C.*$', '^XM510.*$', '^RA310.*$', '^LN5C.*$', '^SY1.*$', '^.*0$']",WMW,Mini
COOPER S,['^SX3C5.*$'],WMW,Mini
COOPER PACEMAN,['^SS5C5.*$'],WMW,Mini
COOPER S CONVERTIBLE,['^51DL0.*$'],WMW,Mini
K7,['^XV710.*$'],WMW,Mini
PACEMAN,['^SS.*C5$'],WMW,Mini
GTS AMG,['^19037.*$'],WMX,Mercedes
SLS AMG,['^19737.*$'],WMX,Mercedes
SLS-CLASS,['^19747.*$'],WMX,Mercedes
ADAM,['^0MAP0.*$'],WOL,Opel
ASTRA,['^OTGF4.*$'],WOL,Opel
VECTRA,"['^00002.*$', '^0VB.*6$', '^00003.*$', '^OVB.*6$', '^0000.*$']",WOL,Opel
CORSA,['^0SBF.*$'],WOL,Opel
INSIGNIA,['^GX5EG.*$'],WOL,Opel
ZVIRA,['^0TGF7.*$'],WOL,Opel
718 BOXSTER,['^CC2A8.*$'],WP0,Porsche
718 CAYMAN,['^A.*2A8$'],WP0,Porsche
PANAMERA,"['^AA2.*9$', '^AF2.*7$', '^AA297.*$', '^AA09.*$', '^AB2.*$', '^ZZZ9.*$', '^CB2.*$', '^AD2.*9$', '^AA2.*$', '^AD2.*$', '^CD2.*9$']",WP0,Porsche
CARRERA,['^ZZZ99.*$'],WP0,Porsche
928,['^.*92$'],WP0,Porsche
968,['^ZZZ96.*$'],WP0,Porsche
BOXSTER,"['^CA2.*8$', '^.*8$']",WP0,Porsche
CAYENNE,['^ZZZ9P.*$'],WP0,Porsche
S 944,['^AA094.*$'],WP0,Porsche
TAYCAN,"['^ZZZY1.*$', '^.*Y1$']",WP0,Porsche
CAYENNE,"['^AD2.*$', '^AA2.*$', '^ZZZ9.*$', '^AB2.*$']",WP1,Porsche
CAYENNE HYBRID,['^AE2A2.*$'],WP1,Porsche
MACAN,['^.*5$'],WP1,Porsche
MACAN GTS,['^AF295.*$'],WP1,Porsche
"A4, RS4",['^ZZZ8H.*$'],WUA,Audi
R8,['^ANB.*$'],WUA,Audi
R8 GT,['^9NB42.*$'],WUA,Audi
RS 5,['^.*F5$'],WUA,Audi
RS 5 COUPE,['^PWAF5.*$'],WUA,Audi
RS3,['^.*FF$'],WUA,Audi
RS5,"['^ZZZ8T.*$', '^C6B.*$']",WUA,Audi
RS6,['^PV54B.*$'],WUA,Audi
S8,['^G2BFD.*$'],WUA,Audi
CADDY,"['^ZZZ2K.*$', '^ZZZ.*$', '^CAZ.*E$', '^YBB7.*$']",WV1,Volkswagen
VOLKSWAGEN,"['^.*2D$', '^ZZZ2D.*$']",WV1,Volkswagen
TRANSPORTER,['^ZZZ7H.*$'],WV1,Volkswagen
CADDY,['^ZZZ.*K$'],WV2,Volkswagen
CARAVELLE,['^SAC7H.*$'],WV2,Volkswagen
EUROVAN,['^.*B470$'],WV2,Volkswagen
MULTIVAN,"['^.*7H$', '^ZZZ7H.*$']",WV2,Volkswagen
VOLKSWAGEN,['^ZZZ70.*$'],WV2,Volkswagen
EUROVAN,['^AH270.*$'],WV3,Volkswagen
RTV,['^ZZZ70.*$'],WV3,Volkswagen
TERAMONT,"['^DG2CA.*$', '^.*2CA$']",WVG,Volkswagen
ID4,['^.*PE2$'],WVG,Volkswagen
TAKWAN,['^ZZZ5N.*$'],WVG,Volkswagen
TIGUAN,"['^AF2.*$', '^BV9.*$', '^AV7.*$', '^DE2.*$', '^BV7.*$', '^CE2.*$', '^BE2.*$']",WVG,Volkswagen
TOUAREG,"['^ZF57.*$', '^AL27.*$', '^BC2.*P$', '^BE77L.*$']",WVG,Volkswagen
GTI,"['^HV7.*$', '^.*71K$', '^FD7.*$', '^FV71K.*$']",WVW,Volkswagen
ARTEON,['^GN2.*$'],WVW,Volkswagen
BEETLE,"['^EV7.*$', '^AP1.*$', '^BK23.*$', '^ZZZ3C.*$', '^AB1.*$', '^AR7A.*$', '^ZZZ.*$', '^ZZZ3H.*$', '^EH2.*$', '^ZZZ.*N$']",WVW,Volkswagen
CABRIOLET,['^CB515.*$'],WVW,Volkswagen
SCIROCCO,"['^AC2.*$', '^B.*213$', '^FG2.*$', '^AE2.*$']",WVW,Volkswagen
CORRADO,['^DC450.*$'],WVW,Volkswagen
E-GOLF,"['^PP7AU.*$', '^.*AU$', '^KP7AU.*$']",WVW,Volkswagen
GOLF,"['^GP2A.*$', '^ZZZ1H.*$', '^CF2.*$', '^ZZZ1K.*$', '^GR2A.*$', '^RV1.*$', '^ZZZ.*$', '^ZZZ1.*$', '^LM2.*$', '^SV1.*$', '^CG2.*$', '^FV7.*$', '^ZZZ1J.*$']",WVW,Volkswagen
JETTA,['^ZZZ16.*$'],WVW,Volkswagen
PASSAT,"['^AM2.*$', '^ZZZ3.*$', '^AP2.*$', '^ZZZ3B.*$']",WVW,Volkswagen
PHAETON,['^.*3D$'],WVW,Volkswagen
SHARAN,['^DH47M.*$'],WVW,Volkswagen
528,['^DM680.*$'],X4X,BMW
GEAR,['^XXXLO.*$'],X4X,BMW
X5,['^KS694.*$'],X4X,BMW
CLEANING MACHINE,['^5F.*H4$'],XL9,Road
460,['^LY313.*$'],XLB,Volvo
124C,['^P6X60.*$'],XLE,Scania
360,['^P8X40.*$'],XLE,Scania
G460,['^G6X40.*$'],XLE,Scania
P380CB6X,"['^P6X.*0$', '^P6X40.*$', '^P.*0$']",XLE,Scania
420,['^.*6X40$'],XLE,Scania
R 420,['^R4X20.*$'],XLE,Scania
430,['^TS47X.*$'],XLR,DAF
55.28,['^AE55G.*$'],XLR,DAF
CF85,['^AT85M.*$'],XLR,DAF
FADCF85,['^AD85M.*$'],XLR,DAF
LF45,['^AE45F.*$'],XLR,DAF
21093,['^21093.*$'],XTA,Lada
21213,['^21213.*$'],XTA,Lada
8860,['^21214.*$'],XTA,Lada
BAJZATH,['^21310.*$'],XTA,Lada
HUNTER,['^31519.*$'],XTT,UAZ
KARMA,"['^K14.*A$', '^K1.*A$']",YH4,Fisker
113,['^TE.*$'],YS2,Scania
P 410,"['^P6X.*0$', '^P.*0$', '^P.*$']",YS2,Scania
420,['^R6X40.*$'],YS2,Scania
380,['^K4X20.*$'],YS2,Scania
G 410,['^G8X40.*$'],YS2,Scania
G460,['^G6X40.*$'],YS2,Scania
M 113,['^TH4X2.*$'],YS2,Scania
P 420,['^P8X42.*$'],YS2,Scania
9-3,"['^FB49.*$', '^DD58C.*$', '^FD49.*$']",YS3,Saab
9-3 AERO,['^FH51U.*$'],YS3,Saab
9-5,"['^EF4.*$', '^E.*$']",YS3,Saab
900,['^DC5.*B$'],YS3,Saab
93,"['^DD78.*$', '^DF7.*C$', '^FF49.*$', '^FH4.*$', '^FH71.*$']",YS3,Saab
93 TURBO,['^F849F.*$'],YS3,Saab
MOTORBIKE,['^CD48M.*$'],YS3,Saab
SAAB,['^ED4.*E$'],YS3,Saab
BLS,"['^FD4.*$', '^FD49S.*$']",YSC,Cadillac
240 SERIES,['^AS445.*$'],YV1,Volvo
260 SERIES,['^BX697.*$'],YV1,Volvo
460,['^74484.*$'],YV1,Volvo
740 GL,['^74424.*$'],YV1,Volvo
850 SERIES,"['^LW5.*0$', '^LS5.*$', '^LS510.*$']",YV1,Volvo
C 70,['^MC6.*5$'],YV1,Volvo
C 30,['^MK67.*$'],YV1,Volvo
C70,['^NC63D.*$'],YV1,Volvo
S 60,"['^FS4.*$', '^RS5.*$', '^RS.*$', '^RS61.*$']",YV1,Volvo
S 80,"['^AS985.*$', '^TS61.*$', '^TS9.*$']",YV1,Volvo
S40,"['^VS1.*$', '^MS6.*$', '^MS38.*$', '^382MS.*$']",YV1,Volvo
S-60,['^40MFK.*$'],YV1,Volvo
S-80,['^TS49.*$'],YV1,Volvo
S-90,['^A22MK.*$'],YV1,Volvo
S60 D3,['^FS79B.*$'],YV1,Volvo
S60 R,['^RS52X.*$'],YV1,Volvo
S60D4,['^FSA8B.*$'],YV1,Volvo
V 50,['^MW.*$'],YV1,Volvo
V40,['^635M.*$'],YV1,Volvo
V60,['^A9HFW.*$'],YV1,Volvo
V70,"['^SW5.*$', '^LW55.*$', '^SW6.*$']",YV1,Volvo
VN 780,['^78269.*$'],YV1,Volvo
XC 40,['^16AXZ.*$'],YV1,Volvo
XC 90,"['^CZ59.*$', '^955C.*$', '^CM59.*$', '^CZ9.*$', '^C.*5$', '^CZ985.*$', '^CT9.*$', '^CM9.*$', '^CZ855.*$']",YV1,Volvo
XC60,['^475.*Z$'],YV1,Volvo
460,['^JHVOA.*$'],YV2,Volvo
FH 440,"['^RTY0.*$', '^RT40.*$', '^AG90.*$', '^AG20.*$', '^JSG0.*$', '^RS02.*$', '^ASW0.*$']",YV2,Volvo
FH 16,['^A8A2D.*$'],YV2,Volvo
FH12,"['^F4B.*A$', '^H2B.*$', '^F2C.*A$', '^AP4.*$', '^F5A.*$', '^AAD.*A$', '^AS02.*$', '^A4C.*$', '^H2C.*$', '^H2A.*$', '^H3A.*$', '^A4B.*$', '^A4D.*$', '^.*D$']",YV2,Volvo
FH,"['^AG20.*$', '^RT40A.*$']",YV2,Volvo
FH 480,['^ASW0D.*$'],YV2,Volvo
FH-SERIES,['^RT60G.*$'],YV2,Volvo
FL,['^F2B3D.*$'],YV2,Volvo
FL 10,['^F4C1G.*$'],YV2,Volvo
FL 612,['^E4CAA.*$'],YV2,Volvo
FL220,['^E4CBA.*$'],YV2,Volvo
FL614,['^E6A4A.*$'],YV2,Volvo
FM 9,"['^J4D.*A$', '^J4C.*$', '^J4DT.*$', '^J4D.*$', '^JSG0.*$', '^J.*$']",YV2,Volvo
FM,['^JSG0.*$'],YV2,Volvo
FM 440,['^J1G1A.*$'],YV2,Volvo
FMX 370,['^JM30.*$'],YV2,Volvo
N10,['^D0A1D.*$'],YV2,Volvo
NL 10,"['^D.*$', '^D2B3.*$']",YV2,Volvo
V70,['^J1B1A.*$'],YV2,Volvo
BUS,['^.*2$'],YV3,Mazda
XC 90,['^CZ852.*$'],YV4,Volvo
XC40,['^162XZ.*$'],YV4,Volvo
XC70,['^BZ982.*$'],YV4,Volvo
XC90,"['^BC0P.*$', '^A22P.*$']",YV4,Volvo
RENEGADE,"['^NJC.*B$', '^NJB.*$', '^CJB.*$', '^NJD.*$', '^CJA.*$', '^NJA.*$']",ZAC,Jeep
BITURBO,['^AL110.*$'],ZAM,Maserati
GHIBLI,"['^45VMA.*$', '^57XS.*$', '^57R.*$', '^45V.*A$']",ZAM,Maserati
GHILBI,['^XP56B.*$'],ZAM,Maserati
GRANTURRISMO,['^.*45F$'],ZAM,Maserati
GRANSPORT,"['^BB18B.*$', '^.*8B$']",ZAM,Maserati
QUATTROPORTE,"['^.*F$', '^FK39.*$', '^JK39F.*$', '^SP56.*$', '^CD39.*$']",ZAM,Maserati
MC STRADALE,['^UH45F.*$'],ZAM,Maserati
QUATTROPORTE S Q4,['^RR56F.*$'],ZAM,Maserati
GTS,['^MA39L.*$'],ZAP,Piaggio
GTS 250,['^M459L.*$'],ZAP,Piaggio
TYPHOON 50,['^C506B.*$'],ZAP,Piaggio
4C,['^BAAA4.*$'],ZAR,Alfa
75,['^162B1.*$'],ZAR,Alfa
GIULIA,['^FAEDN.*$'],ZAR,Alfa
ROMEO,"['^93000.*$', '^EA.*$', '^EAE.*N$']",ZAR,Alfa
ROMEO 147,"['^9.*00$', '^93700.*$']",ZAR,Alfa
ROMEO 156,['^93200.*$'],ZAR,Alfa
ROMEO 166,['^93600.*$'],ZAR,Alfa
ROMEO 4C,['^AADBD.*$'],ZAR,Alfa
ROMEO GILULIETTA,['^CAB.*$'],ZAR,Alfa
SPIDER,['^BA541.*$'],ZAR,Alfa
TNT 15,['^PEKTE.*$'],ZBN,Benelli
TNT 25,['^N2200.*$'],ZBN,Benelli
1.35E+23,['^B1HF0.*$'],ZCF,Iveco
1.70E+26,['^A1RJ0.*$'],ZCF,Iveco
315/316,['^C135D.*$'],ZCF,Iveco
380,['^C50A2.*$'],ZCF,Iveco
7.50E+16,['^A75A1.*$'],ZCF,Iveco
70C15H,"['^C70AD.*$', '^.*70AD$']",ZCF,Iveco
DAILY,"['^C50.*$', '^C35.*$', '^C.*$']",ZCF,Iveco
DUMP,['^A1TM0.*$'],ZCF,Iveco
IVECO,['^B1HG8.*$'],ZCF,Iveco
TRUCK,"['^A1E.*0$', '^B1H.*$', '^B1JJ.*$']",ZCF,Iveco
MB40,['^C3580.*$'],ZCF,Iveco
ML120E18,['^A1ED0.*$'],ZCF,Iveco
ML150E25W,['^B1HF9.*$'],ZCF,Iveco
PICK,['^A1EF0.*$'],ZCF,Iveco
PICK UP,['^A7970.*$'],ZCF,Iveco
TURBODAILY,['^C49.*0$'],ZCF,Iveco
LIFT,['^435LO.*$'],ZD0,Scissor
125 RS4,['^M5510.*$'],ZD4,Aprilia
650CC,['^SM000.*$'],ZD4,Aprilia
RST1000,['^VKA00.*$'],ZD4,Aprilia
SCRAMBLER,"['^K100A.*$', '^.*A$']",ZDM,DUCATI
848,['^H600A.*$'],ZDM,DUCATI
848 EVO,['^H602A.*$'],ZDM,DUCATI
DIAVEL,['^G100A.*$'],ZDM,DUCATI
HYPERMOTARD,['^1YBTS.*$'],ZDM,DUCATI
MONSTER 1200,['^MACFW.*$'],ZDM,DUCATI
MONSTER 796,['^M5.*A$'],ZDM,DUCATI
RR 16,['^D100A.*$'],ZDM,DUCATI
500,"['^BFL.*$', '^HA328.*$']",ZFA,Fiat
595,['^BFLEH.*$'],ZFA,Fiat
ABARTH 595 COMP,"['^BFLKH.*$', '^BFL.*H$']",ZFA,Fiat
ABARTH 695 TRIBUTO FERRARI,['^HA320.*$'],ZFA,Fiat
BARCHETTA,['^18300.*$'],ZFA,Fiat
BRAVA,['^18200.*$'],ZFA,Fiat
DOBLO,['^26300.*$'],ZFA,Fiat
DOUBLE,['^22300.*$'],ZFA,Fiat
FULLBACK,['^KVJY1.*$'],ZFA,Fiat
HYMER,['^25000.*$'],ZFA,Fiat
LINEA,['^GA491.*$'],ZFA,Fiat
NEON,['^CDA.*P$'],ZFA,Fiat
PUNTO,['^1.*00$'],ZFA,Fiat
ULYSSE 1.9 TD S,['^22000.*$'],ZFA,Fiat
X 19,['^BS00A.*$'],ZFA,Fiat
DUCATO,['^KFF.*$'],ZFC,Fiat
FIORINO,['^VFE.*$'],ZFC,Fiat
RAM,['^DREAB.*$'],ZFC,Fiat
360,['^YR51J.*$'],ZFF,Ferrari
360 CHALLENGE STRADALE,['^DT57B.*$'],ZFF,Ferrari
430,['^KZ64B.*$'],ZFF,Ferrari
456 GT,['^SD44B.*$'],ZFF,Ferrari
458,"['^67N.*$', '^6.*$']",ZFF,Ferrari
458 SPECIALE,['^75VHT.*$'],ZFF,Ferrari
458 SPIDER,['^68NH.*$'],ZFF,Ferrari
GTB 488,"['^79AMT.*$', '^79A.*$']",ZFF,Ferrari
488,['^90HMT.*$'],ZFF,Ferrari
512,['^JA09B.*$'],ZFF,Ferrari
550 BARCHETTA,['^ZR52B.*$'],ZFF,Ferrari
575 SUPERAMERICA,['^GT61B.*$'],ZFF,Ferrari
599 GTB,"['^FD60.*$', '^F.*$']",ZFF,Ferrari
CALIFORNIA,"['^.*T$', '^77XJ.*$']",ZFF,Ferrari
612,['^AA54A.*$'],ZFF,Ferrari
812 SUPERFAST,['^83CMT.*$'],ZFF,Ferrari
F 12,"['^74UH.*$', '^74UHT.*$']",ZFF,Ferrari
F 151,['^WP50B.*$'],ZFF,Ferrari
F 355,['^PR41A.*$'],ZFF,Ferrari
F 430,['^EW5.*$'],ZFF,Ferrari
F 430 SCUDERIA SPIDER 16M,['^KW66T.*$'],ZFF,Ferrari
F 599 GTO,['^70RDB.*$'],ZFF,Ferrari
F599,['^FC60A.*$'],ZFF,Ferrari
FF,['^73SK.*$'],ZFF,Ferrari
GTC4LUSSO,['^82WNT.*$'],ZFF,Ferrari
MODENA360,['^YR51B.*$'],ZFF,Ferrari
MONDAIL,['^UC15A.*$'],ZFF,Ferrari
PORTOFINO,['^89FPT.*$'],ZFF,Ferrari
UNKNOWN,['^77XJB.*$'],ZFF,Ferrari
AVENTADOR,['^.*ZD$'],ZHW,Lamborghini
AVENTADOR LP 7004 ROADSTER,['^ER1ZD.*$'],ZHW,Lamborghini
AVENTADOR ROADSTER,['^EV4ZD.*$'],ZHW,Lamborghini
GALLARDO,['^G.*$'],ZHW,Lamborghini
GALLARDO LP 5604 SPYDER,"['^GE5B.*$', '^GE.*$', '^GE6.*$']",ZHW,Lamborghini
GALLARDO LP5704 SUPER TROFEO STRADALE,['^GE71J.*$'],ZHW,Lamborghini
HURACAN,['^EC1.*$'],ZHW,Lamborghini
MURCIELAGO,['^BA37S.*$'],ZHW,Lamborghini
MURCIELAGO LP6704 SV,['^BA81H.*$'],ZHW,Lamborghini
KAPPA,['^83800.*$'],ZLA,Lancia
,"['^84100.*$', '^8.*00$']",ZLA,Lancia
LIBRA,['^83900.*$'],ZLA,Lancia
